Validation - Trees: 20, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: chebyshev, Accuracy: 0.9103
Validation - Trees: 25, k: 5, Sample Size: 0.8, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8333
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8333
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 0.6, Distance: manhattan, Accuracy: 0.8333
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 0.6, Distance: minkowski, Accuracy: 0.8333
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8333
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 0.8, Distance: manhattan, Accuracy: 0.8333
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8333
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8333
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.6, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.6, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 0.6, Distance: minkowski, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 0.6, Distance: braycurtis, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 0.8, Distance: manhattan, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 1.0, Distance: mahalanobis, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 1.0, Distance: canberra, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 1.0, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 1.0, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 1.0, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8333
Validation - Trees: 25, k: 10, Sample Size: 1.0, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.6, Feature Size: 0.6, Distance: minkowski, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.6, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.6, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: mahalanobis, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: manhattan, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 1.0, Distance: mahalanobis, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 1.0, Feature Size: 0.6, Distance: minkowski, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 1.0, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 1.0, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 1.0, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8333
Validation - Trees: 25, k: 15, Sample Size: 1.0, Feature Size: 1.0, Distance: mahalanobis, Accuracy: 0.8333
Validation - Trees: 5, k: 3, Sample Size: 0.6, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 0.6, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 0.6, Feature Size: 1.0, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 0.6, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 1.0, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 1.0, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 0.6, Feature Size: 0.8, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 0.8, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 0.8, Feature Size: 0.6, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 0.8, Feature Size: 0.8, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 0.8, Feature Size: 1.0, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 1.0, Feature Size: 0.6, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 1.0, Feature Size: 0.6, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 1.0, Feature Size: 0.8, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 1.0, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 1.0, Feature Size: 1.0, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 5, k: 5, Sample Size: 1.0, Feature Size: 1.0, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 5, k: 10, Sample Size: 0.6, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 5, k: 10, Sample Size: 0.6, Feature Size: 0.6, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 5, k: 10, Sample Size: 0.6, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 5, k: 10, Sample Size: 0.6, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 5, k: 10, Sample Size: 0.6, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 5, k: 10, Sample Size: 0.8, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 5, k: 10, Sample Size: 0.8, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 5, k: 10, Sample Size: 0.8, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 5, k: 10, Sample Size: 1.0, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 5, k: 10, Sample Size: 1.0, Feature Size: 1.0, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 0.6, Feature Size: 0.6, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 0.6, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 0.6, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 0.8, Feature Size: 1.0, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 1.0, Feature Size: 0.6, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 1.0, Feature Size: 0.6, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 1.0, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 1.0, Feature Size: 0.6, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 1.0, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 1.0, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 1.0, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 1.0, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 5, k: 15, Sample Size: 1.0, Feature Size: 1.0, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 0.6, Feature Size: 0.6, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 0.6, Feature Size: 0.8, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 0.6, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 0.8, Feature Size: 0.6, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 0.8, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 0.8, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 0.8, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 0.8, Feature Size: 1.0, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 1.0, Feature Size: 0.6, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 1.0, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 10, k: 3, Sample Size: 1.0, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 0.6, Feature Size: 0.6, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 0.6, Feature Size: 1.0, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 0.8, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 0.8, Feature Size: 0.6, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 0.8, Feature Size: 0.6, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 0.8, Feature Size: 0.8, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 0.8, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 0.8, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 0.8, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 0.8, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 1.0, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 1.0, Feature Size: 0.8, Distance: jaccard, Accuracy: 0.8205
Validation - Trees: 10, k: 5, Sample Size: 1.0, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 10, k: 10, Sample Size: 0.6, Feature Size: 0.6, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 10, k: 10, Sample Size: 0.8, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 10, k: 10, Sample Size: 0.8, Feature Size: 0.6, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 10, k: 10, Sample Size: 0.8, Feature Size: 0.8, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 10, k: 10, Sample Size: 0.8, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 10, k: 10, Sample Size: 0.8, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 10, k: 10, Sample Size: 0.8, Feature Size: 1.0, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 10, k: 10, Sample Size: 1.0, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 10, k: 10, Sample Size: 1.0, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.6, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.6, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.6, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.6, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.6, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.6, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 10, k: 15, Sample Size: 0.8, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 20, k: 3, Sample Size: 0.6, Feature Size: 0.6, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 20, k: 3, Sample Size: 0.6, Feature Size: 0.6, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 20, k: 3, Sample Size: 0.8, Feature Size: 0.6, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 20, k: 3, Sample Size: 0.8, Feature Size: 0.6, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 20, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 20, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 20, k: 3, Sample Size: 0.8, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 20, k: 3, Sample Size: 0.8, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 20, k: 3, Sample Size: 1.0, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 20, k: 3, Sample Size: 1.0, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 20, k: 5, Sample Size: 0.6, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 20, k: 5, Sample Size: 0.8, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 20, k: 5, Sample Size: 1.0, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 20, k: 5, Sample Size: 1.0, Feature Size: 0.8, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 20, k: 5, Sample Size: 1.0, Feature Size: 0.8, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 20, k: 10, Sample Size: 0.6, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 20, k: 10, Sample Size: 0.6, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 20, k: 10, Sample Size: 0.6, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 20, k: 10, Sample Size: 0.6, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 20, k: 10, Sample Size: 0.6, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 20, k: 10, Sample Size: 0.6, Feature Size: 1.0, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 20, k: 10, Sample Size: 0.8, Feature Size: 0.8, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 20, k: 10, Sample Size: 0.8, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 20, k: 10, Sample Size: 1.0, Feature Size: 0.8, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 0.6, Feature Size: 0.6, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 0.6, Feature Size: 1.0, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 0.8, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 0.8, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 1.0, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 20, k: 15, Sample Size: 1.0, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 25, k: 3, Sample Size: 0.6, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 25, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 25, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 25, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 25, k: 3, Sample Size: 1.0, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 25, k: 3, Sample Size: 1.0, Feature Size: 0.6, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 25, k: 3, Sample Size: 1.0, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 25, k: 3, Sample Size: 1.0, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 25, k: 3, Sample Size: 1.0, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 25, k: 5, Sample Size: 0.6, Feature Size: 1.0, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 25, k: 5, Sample Size: 0.8, Feature Size: 1.0, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 0.6, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 25, k: 5, Sample Size: 1.0, Feature Size: 1.0, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 25, k: 10, Sample Size: 0.6, Feature Size: 0.6, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 25, k: 10, Sample Size: 0.6, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 25, k: 10, Sample Size: 0.6, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 25, k: 10, Sample Size: 0.6, Feature Size: 1.0, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 0.6, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 0.6, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 25, k: 10, Sample Size: 0.8, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 25, k: 10, Sample Size: 1.0, Feature Size: 0.8, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 25, k: 10, Sample Size: 1.0, Feature Size: 1.0, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.6, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.6, Feature Size: 0.8, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.6, Feature Size: 0.8, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.6, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.6, Feature Size: 0.8, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.6, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.6, Feature Size: 1.0, Distance: mahalanobis, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: euclidean, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: manhattan, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 0.8, Distance: minkowski, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 0.8, Feature Size: 1.0, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 1.0, Feature Size: 0.6, Distance: cosine, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 1.0, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 1.0, Feature Size: 0.6, Distance: braycurtis, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 1.0, Feature Size: 0.8, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 25, k: 15, Sample Size: 1.0, Feature Size: 1.0, Distance: chebyshev, Accuracy: 0.8205
Validation - Trees: 5, k: 3, Sample Size: 0.6, Feature Size: 0.8, Distance: manhattan, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 0.6, Feature Size: 0.8, Distance: chebyshev, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 0.6, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 0.6, Feature Size: 1.0, Distance: mahalanobis, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 0.6, Feature Size: 1.0, Distance: braycurtis, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 0.6, Distance: chebyshev, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 0.6, Distance: minkowski, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 0.8, Distance: braycurtis, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 1.0, Distance: euclidean, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 0.8, Feature Size: 1.0, Distance: minkowski, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 1.0, Feature Size: 0.6, Distance: canberra, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 1.0, Feature Size: 0.8, Distance: mahalanobis, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 1.0, Feature Size: 1.0, Distance: manhattan, Accuracy: 0.8077
Validation - Trees: 5, k: 3, Sample Size: 1.0, Feature Size: 1.0, Distance: cosine, Accuracy: 0.8077
Validation - Trees: 5, k: 5, Sample Size: 0.6, Feature Size: 0.8, Distance: manhattan, Accuracy: 0.8077
